January - December 2023 Contiguous U.S. County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-467,Van Zandt County,Texas,77.8,2.3,119,75.5
TX-469,Victoria County,Texas,84,4,129,80
TX-471,Walker County,Texas,80.7,2.6,125,78.1
TX-473,Waller County,Texas,82.9,3.9,128,79
TX-475,Ward County,Texas,83.8,4.2,128,79.5
TX-477,Washington County,Texas,82.4,3.5,128,78.9
TX-479,Webb County,Texas,86.7,3.1,126,83.7
TX-481,Wharton County,Texas,83.4,4,128,79.4
TX-483,Wheeler County,Texas,75.4,3.8,126,71.6
TX-485,Wichita County,Texas,79.5,3.6,127,75.8
TX-487,Wilbarger County,Texas,79,3.5,126,75.5
TX-489,Willacy County,Texas,86.4,3.6,129,82.8
TX-491,Williamson County,Texas,81.5,3.5,127,78
TX-493,Wilson County,Texas,84.7,3.8,129,80.9
TX-495,Winkler County,Texas,82.1,3.7,127,78.3
TX-497,Wise County,Texas,79.2,3.5,128,75.6
TX-499,Wood County,Texas,78,3.1,122,74.9
TX-501,Yoakum County,Texas,76.7,3.4,126,73.3
TX-503,Young County,Texas,80,4,127,76
TX-505,Zapata County,Texas,88.2,3.9,127,84.3
TX-507,Zavala County,Texas,86.1,3.6,127,82.5
UT-001,Beaver County,Utah,62.2,0.5,75,61.7
UT-003,Box Elder County,Utah,59,-0.5,43,59.5
UT-005,Cache County,Utah,53.7,0.8,76,53
UT-007,Carbon County,Utah,57.2,1.4,96,55.7
UT-009,Daggett County,Utah,54,1.1,83,52.9
UT-011,Davis County,Utah,60.3,2,106,58.3
UT-013,Duchesne County,Utah,53.4,1,85,52.4
UT-015,Emery County,Utah,63.4,1.5,98,61.9
UT-017,Garfield County,Utah,60.9,1.2,92,59.7
UT-019,Grand County,Utah,64.6,2.1,104,62.5
UT-021,Iron County,Utah,62.1,0.5,72,61.6
UT-023,Juab County,Utah,62.4,0.1,61,62.3
UT-025,Kane County,Utah,64.9,0.6,75,64.3
UT-027,Millard County,Utah,64.2,0.6,77,63.6
UT-029,Morgan County,Utah,55.2,1.8,105,53.3
UT-031,Piute County,Utah,56.8,1.6,98,55.2
UT-033,Rich County,Utah,52,0.6,73,51.3
UT-035,Salt Lake County,Utah,59.7,1.5,102,58.2
UT-037,San Juan County,Utah,65.4,0.8,84,64.6
UT-039,Sanpete County,Utah,56.5,1.2,94,55.3
UT-041,Sevier County,Utah,56.9,1.2,89,55.7
UT-043,Summit County,Utah,50.8,1.3,94,49.5
UT-045,Tooele County,Utah,62.5,-0,56,62.5
UT-047,Uintah County,Utah,58.1,0.8,77,57.3
UT-049,Utah County,Utah,58.6,0.5,74,58.1
UT-051,Wasatch County,Utah,53,0.9,88,52.1
UT-053,Washington County,Utah,67.5,0.3,67,67.3
UT-055,Wayne County,Utah,63.6,1.9,99,61.8
UT-057,Weber County,Utah,57.6,2.3,109,55.3
VT-001,Addison County,Vermont,56.6,3.2,125,53.5
VT-003,Bennington County,Vermont,56.1,3.7,128,52.3
VT-005,Caledonia County,Vermont,54.6,3.3,128,51.3
VT-007,Chittenden County,Vermont,56.7,4.1,128,52.6
VT-009,Essex County,Vermont,52.8,2.7,123,50.1
VT-011,Franklin County,Vermont,55.5,3.8,128,51.6
VT-013,Grand Isle County,Vermont,56.5,3.4,127,53.1
VT-015,Lamoille County,Vermont,54.2,4,127,50.2
VT-017,Orange County,Vermont,56.3,3.5,129,52.8
VT-019,Orleans County,Vermont,53.3,3.4,127,50
VT-021,Rutland County,Vermont,56.2,2.8,125,53.4
VT-023,Washington County,Vermont,55.3,3.8,129,51.4
VT-025,Windham County,Vermont,57,3.2,127,53.9
VT-027,Windsor County,Vermont,56.9,3.2,128,53.6
VA-001,Accomack County,Virginia,69.1,3.8,128,65.3
VA-003,Albemarle County,Virginia,69.5,3.8,129,65.7
VA-005,Alleghany County,Virginia,65,1.4,108,63.6
VA-007,Amelia County,Virginia,70.7,2.6,124,68.1
VA-009,Amherst County,Virginia,67.2,1.9,117,65.3
VA-011,Appomattox County,Virginia,68.5,2.1,121,66.4
VA-013,Arlington County,Virginia,68.7,3.9,129,64.9
VA-015,Augusta County,Virginia,66,3.1,128,62.8
VA-017,Bath County,Virginia,64.5,1.8,120,62.6
VA-019,Bedford County,Virginia,68.5,2.1,121,66.4
VA-021,Bland County,Virginia,64.1,2,121,62.1
VA-023,Botetourt County,Virginia,67.1,1.5,112,65.6
VA-025,Brunswick County,Virginia,71.6,2.5,124,69.1
VA-027,Buchanan County,Virginia,67,2.3,123,64.6
VA-029,Buckingham County,Virginia,69.6,2.5,124,67.1
VA-031,Campbell County,Virginia,69,2.6,124,66.4
VA-033,Caroline County,Virginia,70.5,2.9,126,67.7
VA-035,Carroll County,Virginia,65.2,2.5,122,62.7
VA-036,Charles City County,Virginia,70.6,1.9,117,68.7
VA-037,Charlotte County,Virginia,69.6,2.5,125,67.1
VA-041,Chesterfield County,Virginia,70.9,2.4,124,68.5
VA-043,Clarke County,Virginia,67.4,3.8,129,63.6
VA-045,Craig County,Virginia,64.9,1.5,111,63.4
VA-047,Culpeper County,Virginia,69.6,3.7,129,65.8
VA-049,Cumberland County,Virginia,70.5,2.6,125,67.9
VA-051,Dickenson County,Virginia,66.8,2.1,120,64.7
VA-053,Dinwiddie County,Virginia,71.3,2.6,123,68.7
VA-057,Essex County,Virginia,70,2.1,120,67.9
VA-059,Fairfax County,Virginia,68.8,4.1,129,64.7
VA-061,Fauquier County,Virginia,68.3,3.9,129,64.4
VA-063,Floyd County,Virginia,63.8,2.4,123,61.5
VA-065,Fluvanna County,Virginia,70.6,3.3,128,67.3
VA-067,Franklin County,Virginia,68.8,1.9,122,66.8
VA-069,Frederick County,Virginia,67.1,3.8,129,63.3
VA-071,Giles County,Virginia,65,2.3,124,62.7
VA-073,Gloucester County,Virginia,70,1.9,117,68.1
VA-075,Goochland County,Virginia,70.9,3,127,67.9
VA-077,Grayson County,Virginia,63.2,2.4,126,60.8
VA-079,Greene County,Virginia,68.1,4.1,129,64.1
VA-081,Greensville County,Virginia,72.3,2.5,125,69.8
VA-083,Halifax County,Virginia,71.1,3.2,129,67.9
VA-085,Hanover County,Virginia,70.9,2.6,126,68.3
VA-087,Henrico County,Virginia,71,2.2,123,68.7
VA-089,Henry County,Virginia,69.9,1.8,117,68.2
VA-091,Highland County,Virginia,61.9,2.3,122,59.6
VA-093,Isle of Wight County,Virginia,72,2.7,128,69.3
VA-095,James City County,Virginia,70.5,2,118,68.5
VA-097,King and Queen County,Virginia,70.3,1.7,115,68.6
VA-099,King George County,Virginia,70.1,3.4,129,66.7
VA-101,King William County,Virginia,70.8,1.9,117,68.9
VA-103,Lancaster County,Virginia,69.4,2.1,117,67.3
VA-105,Lee County,Virginia,68.7,2.6,127,66
VA-107,Loudoun County,Virginia,67.7,4.1,129,63.7
VA-109,Louisa County,Virginia,70.2,3,127,67.1
VA-111,Lunenburg County,Virginia,70.2,2.4,123,67.8
VA-113,Madison County,Virginia,68.1,3.9,129,64.1
VA-115,Mathews County,Virginia,69.9,2.3,124,67.6
VA-117,Mecklenburg County,Virginia,71.2,2.5,125,68.7
VA-119,Middlesex County,Virginia,69.5,1.8,115,67.7
VA-121,Montgomery County,Virginia,66.5,2.5,125,64
VA-125,Nelson County,Virginia,67.5,2.7,126,64.8
VA-127,New Kent County,Virginia,70.6,1.7,115,68.9
VA-131,Northampton County,Virginia,69.5,3.2,128,66.3
VA-133,Northumberland County,Virginia,69.7,3,127,66.7
VA-135,Nottoway County,Virginia,70.4,2.6,122,67.9
VA-137,Orange County,Virginia,69.9,3.6,129,66.3
VA-139,Page County,Virginia,66.9,4,129,62.9
VA-141,Patrick County,Virginia,68,2.1,121,65.9
VA-143,Pittsylvania County,Virginia,70.3,2.5,126,67.8
VA-145,Powhatan County,Virginia,70.9,2.8,126,68.1
VA-147,Prince Edward County,Virginia,69.5,2.3,123,67.2
VA-149,Prince George County,Virginia,71.1,2.2,118,68.9
VA-153,Prince William County,Virginia,69.4,4.3,129,65.1
VA-155,Pulaski County,Virginia,66.4,2.6,125,63.9
VA-157,Rappahannock County,Virginia,67.1,3.5,129,63.7
VA-159,Richmond County,Virginia,69.6,2.1,117,67.5
VA-161,Roanoke County,Virginia,67.8,2.2,123,65.5
VA-163,Rockbridge County,Virginia,66,1.5,112,64.5
VA-165,Rockingham County,Virginia,67.1,4.2,129,62.9
VA-167,Russell County,Virginia,66.4,2.4,124,64
VA-169,Scott County,Virginia,68.2,2.2,124,66
VA-171,Shenandoah County,Virginia,67.5,3.5,129,64
VA-173,Smyth County,Virginia,65.1,2.4,123,62.7
VA-175,Southampton County,Virginia,72.7,2.7,128,70
VA-177,Spotsylvania County,Virginia,70,3.3,129,66.7
VA-179,Stafford County,Virginia,69.9,4,129,66
VA-181,Surry County,Virginia,71.4,2.4,126,68.9
VA-183,Sussex County,Virginia,72.2,2.7,127,69.5
VA-185,Tazewell County,Virginia,64,2.3,122,61.7
VA-187,Warren County,Virginia,66.8,3.2,128,63.5
VA-191,Washington County,Virginia,67.5,2.5,123,65
VA-193,Westmoreland County,Virginia,69.7,2.9,126,66.7
VA-195,Wise County,Virginia,65.4,2.2,122,63.2
VA-197,Wythe County,Virginia,65.4,2.2,124,63.2
VA-199,York County,Virginia,70.6,2.3,124,68.3
VA-510,Alexandria City,Virginia,69.4,3.9,129,65.5
VA-520,Bristol City,Virginia,69.3,2.8,125,66.6
VA-530,Buena Vista City,Virginia,67.6,1.4,111,66.2
VA-540,Charlottesville City,Virginia,70.3,3.8,129,66.4
VA-550,Chesapeake City,Virginia,72.1,2.9,129,69.1
VA-570,Colonial Heights City,Virginia,71.1,2.1,117,68.9
VA-580,Covington City,Virginia,67.1,1.1,100,66
VA-590,Danville City,Virginia,71.8,2.8,127,69
VA-595,Emporia City,Virginia,72.7,2.7,126,70
VA-600,Fairfax City,Virginia,68.2,4.1,129,64.1
VA-610,Falls Church City,Virginia,68.1,3.9,129,64.2
VA-620,Franklin City,Virginia,73,2.8,128,70.2
VA-630,Fredericksburg City,Virginia,70.3,3.8,129,66.4
VA-640,Galax City,Virginia,65.2,2.5,122,62.7
VA-650,Hampton City,Virginia,71.2,2.9,128,68.3
VA-660,Harrisonburg City,Virginia,68.6,4.5,129,64.1
VA-670,Hopewell City,Virginia,70.6,2,114,68.7
VA-680,Lynchburg City,Virginia,68.7,2.3,118,66.4
VA-683,Manassas City,Virginia,69.5,4.5,129,65.1
VA-685,Manassas Park City,Virginia,69.3,4.4,129,64.9
VA-690,Martinsville City,Virginia,70,1.6,115,68.4
VA-700,Newport News City,Virginia,71.2,2.7,128,68.5
VA-710,Norfolk City,Virginia,71.1,3.1,129,68
VA-720,Norton City,Virginia,65.1,2.1,121,62.9
VA-730,Petersburg City,Virginia,71.2,2.3,119,68.9
VA-735,Poquoson City,Virginia,70.9,2.8,128,68.1
VA-740,Portsmouth City,Virginia,71.4,3,128,68.3
VA-750,Radford City,Virginia,67.1,2.6,124,64.5
VA-760,Richmond City,Virginia,71,2.3,122,68.6
VA-770,Roanoke City,Virginia,69.9,2.4,126,67.4
VA-775,Salem City,Virginia,69.9,2.4,127,67.4
VA-790,Staunton City,Virginia,67.7,3.6,129,64.2
VA-800,Suffolk City,Virginia,72.5,2.7,128,69.8
VA-810,Virginia Beach City,Virginia,70.7,3.1,129,67.6
VA-820,Waynesboro City,Virginia,67.6,3.7,129,63.9
VA-830,Williamsburg City,Virginia,70.8,2.1,120,68.7
VA-840,Winchester City,Virginia,67.5,4,129,63.5
WA-001,Adams County,Washington,62.4,1.7,112,60.6
WA-003,Asotin County,Washington,61.3,2.9,124,58.5
WA-005,Benton County,Washington,64.4,1,96,63.4
WA-007,Chelan County,Washington,53.2,1.8,115,51.4
WA-009,Clallam County,Washington,56.2,2.2,122,54
WA-011,Clark County,Washington,62.3,1.9,118,60.4
WA-013,Columbia County,Washington,59,1.7,107,57.3
WA-015,Cowlitz County,Washington,60.1,2.2,122,57.8
WA-017,Douglas County,Washington,59.9,2,114,58
WA-019,Ferry County,Washington,54.6,2,113,52.7
WA-021,Franklin County,Washington,64.2,1.4,103,62.8
WA-023,Garfield County,Washington,60.3,2.5,119,57.8
WA-025,Grant County,Washington,63,1.5,107,61.5
WA-027,Grays Harbor County,Washington,60,1.9,118,58.1
WA-029,Island County,Washington,59.8,1.9,116,57.9
WA-031,Jefferson County,Washington,54.7,2,121,52.7
WA-033,King County,Washington,56.9,2.1,123,54.8
WA-035,Kitsap County,Washington,61,1.9,115,59.1
WA-037,Kittitas County,Washington,56.1,1.6,114,54.5
WA-039,Klickitat County,Washington,60.7,2.5,117,58.2
WA-041,Lewis County,Washington,58.3,2.3,123,56
WA-043,Lincoln County,Washington,59.8,1.5,106,58.3
WA-045,Mason County,Washington,59.3,2.3,122,57
WA-047,Okanogan County,Washington,53.6,1.9,115,51.6
WA-049,Pacific County,Washington,60,1.6,115,58.4
WA-051,Pend Oreille County,Washington,54,2.7,124,51.3
WA-053,Pierce County,Washington,56.6,2,122,54.6
WA-055,San Juan County,Washington,59.3,2,118,57.3
WA-057,Skagit County,Washington,55.1,2.2,122,52.9
WA-059,Skamania County,Washington,54.9,2.1,117,52.9
WA-061,Snohomish County,Washington,55.6,2.3,124,53.3
WA-063,Spokane County,Washington,59.6,2.9,126,56.7
WA-065,Stevens County,Washington,56.9,2.1,118,54.8
WA-067,Thurston County,Washington,62.3,2.6,125,59.7
WA-069,Wahkiakum County,Washington,60.1,1.9,119,58.2
WA-071,Walla Walla County,Washington,64.3,1.5,104,62.8
WA-073,Whatcom County,Washington,53.8,2.4,122,51.4
WA-075,Whitman County,Washington,62.2,2.8,124,59.4
WA-077,Yakima County,Washington,58.2,1.5,111,56.7
WV-001,Barbour County,West Virginia,65,3.2,127,61.8
WV-003,Berkeley County,West Virginia,67.3,4,128,63.3
WV-005,Boone County,West Virginia,67.4,2.5,123,64.8
WV-007,Braxton County,West Virginia,66.5,1.6,112,64.9
WV-009,Brooke County,West Virginia,63.8,2.6,122,61.3
WV-011,Cabell County,West Virginia,68.7,2.9,124,65.8
WV-013,Calhoun County,West Virginia,67.3,2.4,123,65
WV-015,Clay County,West Virginia,67.1,2.1,120,65
WV-017,Doddridge County,West Virginia,66,1.9,116,64.1
WV-019,Fayette County,West Virginia,64.6,2.3,119,62.3
WV-021,Gilmer County,West Virginia,67.3,2.3,121,65
WV-023,Grant County,West Virginia,64.6,2.7,127,61.9
WV-025,Greenbrier County,West Virginia,62.5,2.1,122,60.4
WV-027,Hampshire County,West Virginia,66.5,3.1,128,63.5
WV-029,Hancock County,West Virginia,62.4,1.5,111,60.9
WV-031,Hardy County,West Virginia,65.8,2.9,128,62.9
WV-033,Harrison County,West Virginia,65.9,2.6,123,63.3
WV-035,Jackson County,West Virginia,67.6,2.5,122,65.1
WV-037,Jefferson County,West Virginia,67.5,3.9,129,63.5
WV-039,Kanawha County,West Virginia,67.7,2.3,117,65.4
WV-041,Lewis County,West Virginia,66.8,2.9,124,63.9
WV-043,Lincoln County,West Virginia,69.1,2.9,124,66.2
WV-045,Logan County,West Virginia,68.2,2.6,123,65.6
WV-047,McDowell County,West Virginia,66.8,2.3,122,64.5
WV-049,Marion County,West Virginia,64.7,2,117,62.7
WV-051,Marshall County,West Virginia,63.9,1.7,115,62.2
WV-053,Mason County,West Virginia,67,1.7,110,65.2
WV-055,Mercer County,West Virginia,64.1,1.8,113,62.4
WV-057,Mineral County,West Virginia,66.5,2.6,125,63.9
WV-059,Mingo County,West Virginia,69,2.7,124,66.4
WV-061,Monongalia County,West Virginia,64.1,2.1,122,61.9
WV-063,Monroe County,West Virginia,64.8,1.9,118,62.9
WV-065,Morgan County,West Virginia,66.9,3.8,128,63.2
WV-067,Nicholas County,West Virginia,64.2,2.3,120,61.8
WV-069,Ohio County,West Virginia,64,2.6,125,61.4
WV-071,Pendleton County,West Virginia,63.7,3.2,128,60.6
WV-073,Pleasants County,West Virginia,66.2,2.2,118,64
WV-075,Pocahontas County,West Virginia,59.3,1.8,117,57.4
WV-077,Preston County,West Virginia,62.5,2.8,126,59.7
WV-079,Putnam County,West Virginia,68.3,2.6,122,65.7
WV-081,Raleigh County,West Virginia,64.2,2.3,121,61.9
WV-083,Randolph County,West Virginia,60.8,2.9,128,57.8
WV-085,Ritchie County,West Virginia,66.6,2.3,121,64.3
WV-087,Roane County,West Virginia,67.5,2.3,122,65.2
WV-089,Summers County,West Virginia,65.4,2.1,121,63.3
WV-091,Taylor County,West Virginia,65.1,2.5,124,62.6
WV-093,Tucker County,West Virginia,61.1,3.1,128,58
WV-095,Tyler County,West Virginia,65.6,1.5,109,64.1
WV-097,Upshur County,West Virginia,64.8,3,124,61.8
WV-099,Wayne County,West Virginia,69.3,3.1,128,66.1
WV-101,Webster County,West Virginia,61.4,1,98,60.5
WV-103,Wetzel County,West Virginia,64.5,1.3,106,63.2
WV-105,Wirt County,West Virginia,67.3,2.8,124,64.5
WV-107,Wood County,West Virginia,67.1,2.9,126,64.2
WV-109,Wyoming County,West Virginia,66.3,2.5,122,63.9
WI-001,Adams County,Wisconsin,58.4,3.9,126,54.5
WI-003,Ashland County,Wisconsin,52.4,2.7,117,49.7
WI-005,Barron County,Wisconsin,55,3.2,123,51.8
WI-007,Bayfield County,Wisconsin,52.8,3,120,49.8
WI-009,Brown County,Wisconsin,56.4,3.9,126,52.5
WI-011,Buffalo County,Wisconsin,58.2,3.9,125,54.3
WI-013,Burnett County,Wisconsin,54.8,3,117,51.8
WI-015,Calumet County,Wisconsin,57,3.8,126,53.2
WI-017,Chippewa County,Wisconsin,55.8,2.8,122,53
WI-019,Clark County,Wisconsin,56,3.3,124,52.7
WI-021,Columbia County,Wisconsin,59.1,3.8,126,55.3
WI-023,Crawford County,Wisconsin,59.1,3.2,126,55.9
WI-025,Dane County,Wisconsin,59.7,3.9,128,55.7
WI-027,Dodge County,Wisconsin,58.4,3.4,126,55
WI-029,Door County,Wisconsin,54.2,2.8,118,51.4
WI-031,Douglas County,Wisconsin,52.9,3,120,50
WI-033,Dunn County,Wisconsin,56.9,3.3,124,53.6
WI-035,Eau Claire County,Wisconsin,57.2,3.5,124,53.8
WI-037,Florence County,Wisconsin,53.5,3,117,50.5
WI-039,Fond du Lac County,Wisconsin,57.6,3.6,126,54
WI-041,Forest County,Wisconsin,52.6,2.6,117,50.1
WI-043,Grant County,Wisconsin,59.6,3.4,126,56.2
WI-045,Green County,Wisconsin,60.2,3.8,128,56.4
WI-047,Green Lake County,Wisconsin,58.6,3.8,126,54.8
WI-049,Iowa County,Wisconsin,59.5,3.7,127,55.8
WI-051,Iron County,Wisconsin,51.4,2.3,115,49.1
WI-053,Jackson County,Wisconsin,57.5,3.7,125,53.8
WI-055,Jefferson County,Wisconsin,59.6,3.5,126,56.1
WI-057,Juneau County,Wisconsin,58.6,3.8,126,54.8
WI-059,Kenosha County,Wisconsin,60.1,3.5,126,56.6
WI-061,Kewaunee County,Wisconsin,55.4,3.4,125,52
WI-063,La Crosse County,Wisconsin,58.2,3.5,125,54.7
WI-065,Lafayette County,Wisconsin,59.9,3.7,127,56.2
WI-067,Langlade County,Wisconsin,53.8,3.4,124,50.3
WI-069,Lincoln County,Wisconsin,54.1,3.5,124,50.6
WI-071,Manitowoc County,Wisconsin,56.4,3.7,127,52.6
WI-073,Marathon County,Wisconsin,55.8,4.1,126,51.7
WI-075,Marinette County,Wisconsin,55.1,2.4,116,52.7
WI-077,Marquette County,Wisconsin,59,3.8,126,55.1
WI-078,Menominee County,Wisconsin,55.6,3.3,124,52.3
WI-079,Milwaukee County,Wisconsin,59.5,3.9,127,55.7
WI-081,Monroe County,Wisconsin,57.4,3.4,124,54.1
WI-083,Oconto County,Wisconsin,55.4,2.6,117,52.8
WI-085,Oneida County,Wisconsin,52.6,2.6,119,50
WI-087,Outagamie County,Wisconsin,57.4,4.1,126,53.3
WI-089,Ozaukee County,Wisconsin,58,3.6,126,54.5
WI-091,Pepin County,Wisconsin,58,3.5,125,54.5
WI-093,Pierce County,Wisconsin,56.6,2.9,125,53.7
WI-095,Polk County,Wisconsin,55.4,3.2,122,52.2
WI-097,Portage County,Wisconsin,57.4,4.3,126,53.1
WI-099,Price County,Wisconsin,52.8,2.9,119,49.9
WI-101,Racine County,Wisconsin,59.7,3.3,125,56.5
WI-103,Richland County,Wisconsin,59.4,3.9,127,55.5
WI-105,Rock County,Wisconsin,60.1,3.5,126,56.6
WI-107,Rusk County,Wisconsin,54.1,2.6,117,51.6
WI-109,St. Croix County,Wisconsin,56.2,3.1,123,53.1
WI-111,Sauk County,Wisconsin,59,3.6,126,55.4
WI-113,Sawyer County,Wisconsin,53.5,3.2,121,50.3
WI-115,Shawano County,Wisconsin,56.5,3.8,126,52.7
WI-117,Sheboygan County,Wisconsin,57.2,3.7,125,53.6
WI-119,Taylor County,Wisconsin,54.2,3.1,123,51.1
WI-121,Trempealeau County,Wisconsin,58,3.9,125,54.2
WI-123,Vernon County,Wisconsin,57.8,3.1,125,54.7
WI-125,Vilas County,Wisconsin,51.7,2.3,115,49.4
WI-127,Walworth County,Wisconsin,59.4,3,125,56.3
WI-129,Washburn County,Wisconsin,54.2,3.1,120,51.1
WI-131,Washington County,Wisconsin,57.9,3.4,125,54.4
WI-133,Waukesha County,Wisconsin,59.2,3.6,126,55.6
WI-135,Waupaca County,Wisconsin,57.8,4.2,126,53.6
WI-137,Waushara County,Wisconsin,58.2,4.2,126,53.9
WI-139,Winnebago County,Wisconsin,58,3.9,126,54
WI-141,Wood County,Wisconsin,57.4,3.9,126,53.5
WY-001,Albany County,Wyoming,53.4,1.6,98,51.8
WY-003,Big Horn County,Wyoming,55.9,2.4,108,53.4
WY-005,Campbell County,Wyoming,58.6,2.2,105,56.5
WY-007,Carbon County,Wyoming,53.5,1.2,84,52.2
WY-009,Converse County,Wyoming,57.6,0.9,86,56.6
WY-011,Crook County,Wyoming,58.5,2.3,109,56.1
WY-013,Fremont County,Wyoming,53.5,1.2,89,52.3
WY-015,Goshen County,Wyoming,62.1,1.9,98,60.3
WY-017,Hot Springs County,Wyoming,55.9,1.1,90,54.8
WY-019,Johnson County,Wyoming,56.4,1.8,100,54.6
WY-021,Laramie County,Wyoming,59.5,1.6,93,57.9
WY-023,Lincoln County,Wyoming,51.9,2,104,49.9
WY-025,Natrona County,Wyoming,55.4,0.4,73,54.9
WY-027,Niobrara County,Wyoming,60.9,2,101,58.8
WY-029,Park County,Wyoming,51.3,2.2,111,49.1
WY-031,Platte County,Wyoming,60.8,1.6,94,59.1
WY-033,Sheridan County,Wyoming,55.3,1.6,97,53.7
WY-035,Sublette County,Wyoming,50.1,1.6,98,48.5
WY-037,Sweetwater County,Wyoming,54.3,0.1,63,54.1
WY-039,Teton County,Wyoming,47.3,1.2,93,46.2
WY-041,Uinta County,Wyoming,52.6,0.8,79,51.8
WY-043,Washakie County,Wyoming,57.5,1.4,98,56
WY-045,Weston County,Wyoming,59.4,2.2,111,57.2
